3;830000
4;18000
5;19000
6;23000
7;22000
8;25000
9;27000
10;32000
11;33000
12;37000
13;37000
14;39000
15;44000
16;44000
17;49000
18;48000
19;53000
20;52000
21;55000
22;59000
23;59000
24;63000
25;128000
26;80000
27;72000
28;81000
29;86000
30;85000
31;92000
32;96000
33;92000
34;95000
35;85000
36;90000
37;96000
38;110000
39;98000
40;101000
41;102000
42;112000
43;137000
44;131000
45;149000
46;151000
47;149000
48;150000
49;153000
50;157000
51;160000
52;161000
53;165000
54;167000
55;171000
56;175000
57;189000
58;174000
59;175000
60;178000
61;184000
62;215000
63;192000
64;166000
65;170000
66;181000
67;181000
68;162000
69;136000
70;139000
71;140000
72;139000
73;155000
74;146000
75;145000
76;203000
77;202000
78;223000
79;177000
80;190000
81;201000
82;180000
83;160000
84;109000
85;100000
86;137000
87;125000
88;107000
89;106000
90;108000
91;107000
92;109000
93;110000
94;110000
95;111000
96;113000
97;113000
98;134000
99;267000
100;250000
